caminho_relativo,split,classe,largura,altura,formato
train/9/aug_1778_run_06_1830_9.png,train,9,442,248,PNG
train/9/aug_1526_run_06_1808_9.png,train,9,442,248,PNG
train/9/aug_2411_run_06_1803_9.png,train,9,442,248,PNG
train/9/aug_1270_run_06_1765_9.png,train,9,442,248,PNG
train/9/aug_498_run_06_1777_9.png,train,9,442,248,PNG
train/9/aug_1093_run_06_1826_9.png,train,9,442,248,PNG
train/9/aug_2418_run_06_1768_9.png,train,9,442,248,PNG
train/9/aug_252_run_06_1792_9.png,train,9,442,248,PNG
train/9/aug_2385_run_06_1820_9.png,train,9,442,248,PNG
train/9/aug_719_run_06_1767_9.png,train,9,442,248,PNG
train/9/aug_2460_run_06_1811_9.png,train,9,442,248,PNG
train/9/aug_128_run_06_1770_9.png,train,9,442,248,PNG
train/9/aug_2632_run_06_1779_9.png,train,9,442,248,PNG
train/9/aug_316_run_06_1784_9.png,train,9,442,248,PNG
train/9/aug_1327_run_06_1790_9.png,train,9,442,248,PNG
train/9/aug_308_run_06_1773_9.png,train,9,442,248,PNG
train/9/aug_667_run_06_1804_9.png,train,9,442,248,PNG
train/9/aug_1217_run_06_1767_9.png,train,9,442,248,PNG
train/9/aug_639_run_06_1808_9.png,train,9,442,248,PNG
train/9/aug_1905_run_06_1783_9.png,train,9,442,248,PNG
train/9/aug_1702_run_06_1788_9.png,train,9,442,248,PNG
train/9/aug_1518_run_06_1784_9.png,train,9,442,248,PNG
train/9/aug_2587_run_06_1764_9.png,train,9,442,248,PNG
train/9/aug_1939_run_06_1789_9.png,train,9,442,248,PNG
train/9/aug_2437_run_06_1789_9.png,train,9,442,248,PNG
train/9/aug_1479_run_06_1813_9.png,train,9,442,248,PNG
train/9/aug_387_run_06_1803_9.png,train,9,442,248,PNG
train/9/aug_594_run_06_1785_9.png,train,9,442,248,PNG
train/9/aug_541_run_06_1791_9.png,train,9,442,248,PNG
train/9/aug_2221_run_06_1764_9.png,train,9,442,248,PNG
train/9/aug_1995_run_06_1788_9.png,train,9,442,248,PNG
train/9/aug_2283_run_06_1784_9.png,train,9,442,248,PNG
train/9/aug_1401_run_06_1829_9.png,train,9,442,248,PNG
train/9/aug_483_run_06_1769_9.png,train,9,442,248,PNG
train/9/aug_1696_run_06_1822_9.png,train,9,442,248,PNG
train/9/aug_1796_run_06_1780_9.png,train,9,442,248,PNG
train/9/aug_147_run_06_1810_9.png,train,9,442,248,PNG
train/9/aug_1826_run_06_1770_9.png,train,9,442,248,PNG
train/9/aug_1087_run_06_1793_9.png,train,9,442,248,PNG
train/9/aug_110_run_06_1770_9.png,train,9,442,248,PNG
train/9/aug_927_run_06_1794_9.png,train,9,442,248,PNG
train/9/aug_2080_run_06_1794_9.png,train,9,442,248,PNG
train/9/aug_1522_run_06_1810_9.png,train,9,442,248,PNG
train/9/aug_2340_run_06_1802_9.png,train,9,442,248,PNG
train/9/aug_1136_run_06_1784_9.png,train,9,442,248,PNG
train/9/aug_2607_run_06_1807_9.png,train,9,442,248,PNG
train/9/aug_1496_run_06_1792_9.png,train,9,442,248,PNG
train/9/aug_1159_run_06_1820_9.png,train,9,442,248,PNG
train/9/aug_1478_run_06_1807_9.png,train,9,442,248,PNG
train/9/aug_1645_run_06_1780_9.png,train,9,442,248,PNG
train/9/aug_2313_run_06_1773_9.png,train,9,442,248,PNG
train/9/aug_1736_run_06_1797_9.png,train,9,442,248,PNG
train/9/aug_1517_run_06_1798_9.png,train,9,442,248,PNG
train/9/aug_1762_run_06_1780_9.png,train,9,442,248,PNG
train/9/aug_936_run_06_1798_9.png,train,9,442,248,PNG
train/9/aug_628_run_06_1799_9.png,train,9,442,248,PNG
train/9/aug_397_run_06_1794_9.png,train,9,442,248,PNG
train/9/aug_1598_run_06_1802_9.png,train,9,442,248,PNG
train/9/aug_2427_run_06_1822_9.png,train,9,442,248,PNG
train/9/aug_332_run_06_1773_9.png,train,9,442,248,PNG
train/9/aug_1264_run_06_1785_9.png,train,9,442,248,PNG
train/9/aug_2186_run_06_1788_9.png,train,9,442,248,PNG
train/9/aug_415_run_06_1789_9.png,train,9,442,248,PNG
train/9/aug_2230_run_06_1789_9.png,train,9,442,248,PNG
train/9/aug_1686_run_06_1791_9.png,train,9,442,248,PNG
train/9/aug_1286_run_06_1787_9.png,train,9,442,248,PNG
train/9/aug_2653_run_06_1762_9.png,train,9,442,248,PNG
train/9/aug_1872_run_06_1811_9.png,train,9,442,248,PNG
train/9/aug_2680_run_06_1761_9.png,train,9,442,248,PNG
train/9/run_06_1789_9.png,train,9,442,248,PNG
train/9/aug_2677_run_06_1797_9.png,train,9,442,248,PNG
train/9/aug_2613_run_06_1811_9.png,train,9,442,248,PNG
train/9/aug_657_run_06_1814_9.png,train,9,442,248,PNG
train/9/aug_673_run_06_1811_9.png,train,9,442,248,PNG
train/9/aug_139_run_06_1822_9.png,train,9,442,248,PNG
train/9/aug_2581_run_06_1795_9.png,train,9,442,248,PNG
train/9/aug_2713_run_06_1775_9.png,train,9,442,248,PNG
train/9/aug_1660_run_06_1791_9.png,train,9,442,248,PNG
train/9/aug_1933_run_06_1785_9.png,train,9,442,248,PNG
train/9/aug_2293_run_06_1765_9.png,train,9,442,248,PNG
train/9/aug_213_run_06_1803_9.png,train,9,442,248,PNG
train/9/aug_2688_run_06_1813_9.png,train,9,442,248,PNG
train/9/aug_306_run_06_1811_9.png,train,9,442,248,PNG
train/9/aug_532_run_06_1775_9.png,train,9,442,248,PNG
train/9/aug_1150_run_06_1790_9.png,train,9,442,248,PNG
train/9/aug_891_run_06_1803_9.png,train,9,442,248,PNG
train/9/aug_2396_run_06_1794_9.png,train,9,442,248,PNG
train/9/aug_1722_run_06_1799_9.png,train,9,442,248,PNG
train/9/aug_160_run_06_1792_9.png,train,9,442,248,PNG
train/9/aug_2702_run_06_1761_9.png,train,9,442,248,PNG
train/9/aug_1247_run_06_1770_9.png,train,9,442,248,PNG
train/9/aug_535_run_06_1795_9.png,train,9,442,248,PNG
train/9/aug_1251_run_06_1777_9.png,train,9,442,248,PNG
train/9/aug_1374_run_06_1829_9.png,train,9,442,248,PNG
train/9/aug_2722_run_06_1760_9.png,train,9,442,248,PNG
train/9/aug_1504_run_06_1795_9.png,train,9,442,248,PNG
train/9/aug_516_run_06_1767_9.png,train,9,442,248,PNG
train/9/aug_1676_run_06_1794_9.png,train,9,442,248,PNG
train/9/aug_134_run_06_1826_9.png,train,9,442,248,PNG
train/9/aug_749_run_06_1788_9.png,train,9,442,248,PNG
train/9/aug_1444_run_06_1814_9.png,train,9,442,248,PNG
train/9/aug_363_run_06_1762_9.png,train,9,442,248,PNG
train/9/aug_376_run_06_1793_9.png,train,9,442,248,PNG
train/9/aug_1035_run_06_1773_9.png,train,9,442,248,PNG
train/9/aug_315_run_06_1782_9.png,train,9,442,248,PNG
train/9/aug_836_run_06_1793_9.png,train,9,442,248,PNG
train/9/aug_681_run_06_1790_9.png,train,9,442,248,PNG
train/9/aug_1292_run_06_1791_9.png,train,9,442,248,PNG
train/9/aug_2675_run_06_1783_9.png,train,9,442,248,PNG
train/9/aug_2040_run_06_1807_9.png,train,9,442,248,PNG
train/9/aug_785_run_06_1786_9.png,train,9,442,248,PNG
train/9/aug_1851_run_06_1808_9.png,train,9,442,248,PNG
train/9/aug_2137_run_06_1808_9.png,train,9,442,248,PNG
train/9/aug_2663_run_06_1810_9.png,train,9,442,248,PNG
train/9/aug_2148_run_06_1769_9.png,train,9,442,248,PNG
train/9/aug_1914_run_06_1762_9.png,train,9,442,248,PNG
train/9/aug_1817_run_06_1814_9.png,train,9,442,248,PNG
train/9/aug_64_run_06_1786_9.png,train,9,442,248,PNG
train/9/aug_2382_run_06_1769_9.png,train,9,442,248,PNG
train/9/aug_754_run_06_1768_9.png,train,9,442,248,PNG
train/9/aug_2252_run_06_1792_9.png,train,9,442,248,PNG
train/9/aug_2315_run_06_1782_9.png,train,9,442,248,PNG
train/9/aug_951_run_06_1791_9.png,train,9,442,248,PNG
train/9/aug_1749_run_06_1801_9.png,train,9,442,248,PNG
train/9/aug_2485_run_06_1808_9.png,train,9,442,248,PNG
train/9/aug_392_run_06_1811_9.png,train,9,442,248,PNG
train/9/aug_1211_run_06_1762_9.png,train,9,442,248,PNG
train/9/aug_1149_run_06_1829_9.png,train,9,442,248,PNG
train/9/aug_102_run_06_1830_9.png,train,9,442,248,PNG
train/9/aug_1196_run_06_1780_9.png,train,9,442,248,PNG
train/9/aug_701_run_06_1787_9.png,train,9,442,248,PNG
train/9/aug_2056_run_06_1767_9.png,train,9,442,248,PNG
train/9/aug_1025_run_06_1782_9.png,train,9,442,248,PNG
train/9/aug_2659_run_06_1786_9.png,train,9,442,248,PNG
train/9/aug_25_run_06_1785_9.png,train,9,442,248,PNG
train/9/aug_165_run_06_1792_9.png,train,9,442,248,PNG
train/9/aug_420_run_06_1803_9.png,train,9,442,248,PNG
train/9/aug_1475_run_06_1773_9.png,train,9,442,248,PNG
train/9/aug_829_run_06_1770_9.png,train,9,442,248,PNG
train/9/aug_1023_run_06_1788_9.png,train,9,442,248,PNG
train/9/aug_581_run_06_1766_9.png,train,9,442,248,PNG
train/9/aug_901_run_06_1811_9.png,train,9,442,248,PNG
train/9/aug_2738_run_06_1811_9.png,train,9,442,248,PNG
train/9/aug_84_run_06_1784_9.png,train,9,442,248,PNG
train/9/aug_2698_run_06_1779_9.png,train,9,442,248,PNG
train/9/aug_178_run_06_1803_9.png,train,9,442,248,PNG
train/9/aug_1261_run_06_1792_9.png,train,9,442,248,PNG
train/9/aug_2477_run_06_1801_9.png,train,9,442,248,PNG
train/9/aug_1773_run_06_1785_9.png,train,9,442,248,PNG
train/9/aug_874_run_06_1770_9.png,train,9,442,248,PNG
train/9/aug_960_run_06_1830_9.png,train,9,442,248,PNG
train/9/aug_1210_run_06_1820_9.png,train,9,442,248,PNG
train/9/aug_18_run_06_1813_9.png,train,9,442,248,PNG
train/9/aug_1282_run_06_1830_9.png,train,9,442,248,PNG
train/9/aug_1297_run_06_1811_9.png,train,9,442,248,PNG
train/9/aug_905_run_06_1775_9.png,train,9,442,248,PNG
train/9/aug_1938_run_06_1806_9.png,train,9,442,248,PNG
train/9/aug_1096_run_06_1813_9.png,train,9,442,248,PNG
train/9/aug_2024_run_06_1813_9.png,train,9,442,248,PNG
train/9/aug_670_run_06_1765_9.png,train,9,442,248,PNG
train/9/aug_1372_run_06_1785_9.png,train,9,442,248,PNG
train/9/aug_396_run_06_1803_9.png,train,9,442,248,PNG
train/9/aug_1799_run_06_1830_9.png,train,9,442,248,PNG
train/9/aug_312_run_06_1767_9.png,train,9,442,248,PNG
train/9/aug_1300_run_06_1813_9.png,train,9,442,248,PNG
train/9/aug_1409_run_06_1762_9.png,train,9,442,248,PNG
train/9/aug_886_run_06_1790_9.png,train,9,442,248,PNG
train/9/aug_2144_run_06_1830_9.png,train,9,442,248,PNG
train/9/aug_2103_run_06_1789_9.png,train,9,442,248,PNG
train/9/aug_1387_run_06_1783_9.png,train,9,442,248,PNG
train/9/aug_1068_run_06_1788_9.png,train,9,442,248,PNG
train/9/aug_2052_run_06_1791_9.png,train,9,442,248,PNG
train/9/aug_1728_run_06_1794_9.png,train,9,442,248,PNG
train/9/aug_437_run_06_1766_9.png,train,9,442,248,PNG
train/9/aug_834_run_06_1761_9.png,train,9,442,248,PNG
train/9/aug_2333_run_06_1762_9.png,train,9,442,248,PNG
train/9/aug_764_run_06_1775_9.png,train,9,442,248,PNG
train/9/aug_2567_run_06_1830_9.png,train,9,442,248,PNG
train/9/aug_1296_run_06_1806_9.png,train,9,442,248,PNG
train/9/aug_2545_run_06_1801_9.png,train,9,442,248,PNG
train/9/aug_1158_run_06_1769_9.png,train,9,442,248,PNG
train/9/aug_1206_run_06_1785_9.png,train,9,442,248,PNG
train/9/aug_1351_run_06_1762_9.png,train,9,442,248,PNG
train/9/aug_980_run_06_1826_9.png,train,9,442,248,PNG
train/9/aug_1751_run_06_1793_9.png,train,9,442,248,PNG
train/9/aug_975_run_06_1784_9.png,train,9,442,248,PNG
train/9/aug_2714_run_06_1787_9.png,train,9,442,248,PNG
train/9/aug_2589_run_06_1765_9.png,train,9,442,248,PNG
train/9/aug_188_run_06_1805_9.png,train,9,442,248,PNG
train/9/aug_1507_run_06_1795_9.png,train,9,442,248,PNG
train/9/aug_32_run_06_1798_9.png,train,9,442,248,PNG
train/9/aug_347_run_06_1819_9.png,train,9,442,248,PNG
train/9/aug_1797_run_06_1794_9.png,train,9,442,248,PNG
train/9/aug_1719_run_06_1761_9.png,train,9,442,248,PNG
train/9/aug_1489_run_06_1829_9.png,train,9,442,248,PNG
train/9/aug_1311_run_06_1801_9.png,train,9,442,248,PNG
train/9/aug_1818_run_06_1787_9.png,train,9,442,248,PNG
train/9/aug_2631_run_06_1775_9.png,train,9,442,248,PNG
train/9/aug_2271_run_06_1797_9.png,train,9,442,248,PNG
train/9/aug_793_run_06_1770_9.png,train,9,442,248,PNG
train/9/aug_2484_run_06_1819_9.png,train,9,442,248,PNG
train/9/aug_2529_run_06_1786_9.png,train,9,442,248,PNG
train/9/aug_591_run_06_1805_9.png,train,9,442,248,PNG
train/9/aug_1861_run_06_1762_9.png,train,9,442,248,PNG
train/9/aug_1519_run_06_1793_9.png,train,9,442,248,PNG
train/9/aug_942_run_06_1813_9.png,train,9,442,248,PNG
train/9/aug_772_run_06_1790_9.png,train,9,442,248,PNG
train/9/aug_1883_run_06_1783_9.png,train,9,442,248,PNG
train/9/aug_643_run_06_1822_9.png,train,9,442,248,PNG
train/9/aug_674_run_06_1780_9.png,train,9,442,248,PNG
train/9/aug_1420_run_06_1762_9.png,train,9,442,248,PNG
train/9/aug_1854_run_06_1773_9.png,train,9,442,248,PNG
train/9/aug_2683_run_06_1795_9.png,train,9,442,248,PNG
train/9/aug_1563_run_06_1811_9.png,train,9,442,248,PNG
train/9/aug_796_run_06_1803_9.png,train,9,442,248,PNG
train/9/aug_1364_run_06_1769_9.png,train,9,442,248,PNG
train/9/aug_2041_run_06_1770_9.png,train,9,442,248,PNG
train/9/aug_1539_run_06_1830_9.png,train,9,442,248,PNG
train/9/aug_774_run_06_1775_9.png,train,9,442,248,PNG
train/9/aug_1621_run_06_1813_9.png,train,9,442,248,PNG
train/9/aug_1424_run_06_1760_9.png,train,9,442,248,PNG
train/9/aug_53_run_06_1806_9.png,train,9,442,248,PNG
train/9/aug_2447_run_06_1820_9.png,train,9,442,248,PNG
train/9/aug_2281_run_06_1760_9.png,train,9,442,248,PNG
train/9/aug_1416_run_06_1793_9.png,train,9,442,248,PNG
train/9/aug_371_run_06_1761_9.png,train,9,442,248,PNG
train/9/aug_406_run_06_1826_9.png,train,9,442,248,PNG
train/9/aug_822_run_06_1793_9.png,train,9,442,248,PNG
train/9/aug_417_run_06_1799_9.png,train,9,442,248,PNG
train/9/run_06_1829_9.png,train,9,442,248,PNG
train/9/aug_1166_run_06_1784_9.png,train,9,442,248,PNG
train/9/aug_2193_run_06_1829_9.png,train,9,442,248,PNG
train/9/aug_2164_run_06_1770_9.png,train,9,442,248,PNG
train/9/aug_50_run_06_1779_9.png,train,9,442,248,PNG
train/9/aug_902_run_06_1791_9.png,train,9,442,248,PNG
train/9/aug_2350_run_06_1777_9.png,train,9,442,248,PNG
train/9/aug_2701_run_06_1794_9.png,train,9,442,248,PNG
train/9/aug_1608_run_06_1789_9.png,train,9,442,248,PNG
train/9/aug_1699_run_06_1777_9.png,train,9,442,248,PNG
train/9/aug_72_run_06_1770_9.png,train,9,442,248,PNG
train/9/aug_1971_run_06_1806_9.png,train,9,442,248,PNG
train/9/aug_1965_run_06_1798_9.png,train,9,442,248,PNG
train/9/aug_61_run_06_1814_9.png,train,9,442,248,PNG
train/9/aug_2734_run_06_1775_9.png,train,9,442,248,PNG
train/9/aug_557_run_06_1768_9.png,train,9,442,248,PNG
train/9/aug_804_run_06_1799_9.png,train,9,442,248,PNG
train/9/aug_1535_run_06_1777_9.png,train,9,442,248,PNG
train/9/aug_109_run_06_1797_9.png,train,9,442,248,PNG
train/9/aug_1051_run_06_1770_9.png,train,9,442,248,PNG
train/9/aug_2731_run_06_1819_9.png,train,9,442,248,PNG
train/9/aug_1344_run_06_1786_9.png,train,9,442,248,PNG
train/9/aug_1006_run_06_1805_9.png,train,9,442,248,PNG
train/9/aug_949_run_06_1766_9.png,train,9,442,248,PNG
train/9/aug_1376_run_06_1767_9.png,train,9,442,248,PNG
train/9/aug_184_run_06_1784_9.png,train,9,442,248,PNG
train/9/aug_27_run_06_1826_9.png,train,9,442,248,PNG
train/9/aug_678_run_06_1801_9.png,train,9,442,248,PNG
train/9/aug_2118_run_06_1799_9.png,train,9,442,248,PNG
train/9/aug_76_run_06_1787_9.png,train,9,442,248,PNG
train/9/aug_1391_run_06_1764_9.png,train,9,442,248,PNG
train/9/aug_2538_run_06_1795_9.png,train,9,442,248,PNG
train/9/aug_1305_run_06_1762_9.png,train,9,442,248,PNG
train/9/aug_2233_run_06_1807_9.png,train,9,442,248,PNG
train/9/aug_2520_run_06_1777_9.png,train,9,442,248,PNG
train/9/aug_113_run_06_1805_9.png,train,9,442,248,PNG
train/9/aug_276_run_06_1820_9.png,train,9,442,248,PNG
train/9/aug_470_run_06_1784_9.png,train,9,442,248,PNG
train/9/aug_2279_run_06_1794_9.png,train,9,442,248,PNG
train/9/aug_36_run_06_1786_9.png,train,9,442,248,PNG
train/9/aug_1184_run_06_1829_9.png,train,9,442,248,PNG
train/9/aug_803_run_06_1768_9.png,train,9,442,248,PNG
train/9/aug_1301_run_06_1830_9.png,train,9,442,248,PNG
train/9/aug_2043_run_06_1769_9.png,train,9,442,248,PNG
train/9/aug_2489_run_06_1826_9.png,train,9,442,248,PNG
train/9/aug_1940_run_06_1784_9.png,train,9,442,248,PNG
train/9/aug_577_run_06_1799_9.png,train,9,442,248,PNG
train/9/aug_1048_run_06_1797_9.png,train,9,442,248,PNG
train/9/aug_304_run_06_1776_9.png,train,9,442,248,PNG
train/9/aug_1097_run_06_1775_9.png,train,9,442,248,PNG
train/9/aug_2031_run_06_1801_9.png,train,9,442,248,PNG
train/9/aug_159_run_06_1804_9.png,train,9,442,248,PNG
train/9/aug_1067_run_06_1798_9.png,train,9,442,248,PNG
train/9/aug_1098_run_06_1794_9.png,train,9,442,248,PNG
train/9/aug_556_run_06_1822_9.png,train,9,442,248,PNG
train/9/aug_291_run_06_1795_9.png,train,9,442,248,PNG
train/9/aug_2259_run_06_1811_9.png,train,9,442,248,PNG
train/9/aug_152_run_06_1765_9.png,train,9,442,248,PNG
train/9/aug_1654_run_06_1762_9.png,train,9,442,248,PNG
train/9/aug_2657_run_06_1760_9.png,train,9,442,248,PNG
train/9/aug_71_run_06_1797_9.png,train,9,442,248,PNG
train/9/aug_2128_run_06_1830_9.png,train,9,442,248,PNG
train/9/aug_918_run_06_1830_9.png,train,9,442,248,PNG
train/9/aug_1599_run_06_1790_9.png,train,9,442,248,PNG
train/9/aug_277_run_06_1775_9.png,train,9,442,248,PNG
train/9/aug_2423_run_06_1777_9.png,train,9,442,248,PNG
train/9/aug_1399_run_06_1819_9.png,train,9,442,248,PNG
train/9/aug_2519_run_06_1810_9.png,train,9,442,248,PNG
train/9/aug_2390_run_06_1808_9.png,train,9,442,248,PNG
train/9/aug_1862_run_06_1826_9.png,train,9,442,248,PNG
train/9/aug_2579_run_06_1770_9.png,train,9,442,248,PNG
train/9/aug_1970_run_06_1819_9.png,train,9,442,248,PNG
train/9/aug_2036_run_06_1761_9.png,train,9,442,248,PNG
train/9/aug_1244_run_06_1829_9.png,train,9,442,248,PNG
train/9/aug_1725_run_06_1795_9.png,train,9,442,248,PNG
train/9/aug_1441_run_06_1795_9.png,train,9,442,248,PNG
train/9/aug_1343_run_06_1777_9.png,train,9,442,248,PNG
train/9/aug_854_run_06_1787_9.png,train,9,442,248,PNG
train/9/aug_1999_run_06_1811_9.png,train,9,442,248,PNG
train/9/aug_652_run_06_1806_9.png,train,9,442,248,PNG
train/9/aug_1734_run_06_1830_9.png,train,9,442,248,PNG
train/9/run_06_1792_9.png,train,9,442,248,PNG
train/9/aug_2232_run_06_1826_9.png,train,9,442,248,PNG
train/9/aug_2367_run_06_1790_9.png,train,9,442,248,PNG
train/9/aug_2326_run_06_1784_9.png,train,9,442,248,PNG
train/9/aug_2145_run_06_1766_9.png,train,9,442,248,PNG
train/9/aug_1739_run_06_1811_9.png,train,9,442,248,PNG
train/9/aug_278_run_06_1808_9.png,train,9,442,248,PNG
train/9/aug_1668_run_06_1798_9.png,train,9,442,248,PNG
train/9/aug_912_run_06_1819_9.png,train,9,442,248,PNG
train/9/aug_2440_run_06_1819_9.png,train,9,442,248,PNG
train/9/aug_1209_run_06_1762_9.png,train,9,442,248,PNG
train/9/aug_1876_run_06_1783_9.png,train,9,442,248,PNG
train/9/aug_1530_run_06_1819_9.png,train,9,442,248,PNG
train/9/aug_323_run_06_1770_9.png,train,9,442,248,PNG
train/9/aug_1144_run_06_1779_9.png,train,9,442,248,PNG
train/9/aug_2288_run_06_1830_9.png,train,9,442,248,PNG
train/9/aug_1667_run_06_1777_9.png,train,9,442,248,PNG
train/9/aug_197_run_06_1829_9.png,train,9,442,248,PNG
train/9/aug_1111_run_06_1801_9.png,train,9,442,248,PNG
train/9/aug_1138_run_06_1814_9.png,train,9,442,248,PNG
train/9/aug_203_run_06_1790_9.png,train,9,442,248,PNG
train/9/aug_303_run_06_1794_9.png,train,9,442,248,PNG
train/9/aug_2527_run_06_1801_9.png,train,9,442,248,PNG
train/9/aug_1743_run_06_1795_9.png,train,9,442,248,PNG
train/9/run_06_1826_9.png,train,9,442,248,PNG
train/9/aug_1016_run_06_1822_9.png,train,9,442,248,PNG
train/9/aug_1619_run_06_1797_9.png,train,9,442,248,PNG
train/9/aug_2717_run_06_1788_9.png,train,9,442,248,PNG
train/9/aug_1747_run_06_1792_9.png,train,9,442,248,PNG
train/9/aug_2415_run_06_1814_9.png,train,9,442,248,PNG
train/9/aug_2565_run_06_1822_9.png,train,9,442,248,PNG
train/9/aug_2446_run_06_1775_9.png,train,9,442,248,PNG
train/9/aug_1392_run_06_1826_9.png,train,9,442,248,PNG
train/9/aug_1770_run_06_1801_9.png,train,9,442,248,PNG
train/9/aug_272_run_06_1793_9.png,train,9,442,248,PNG
